species,bud,flower,fruit,longitude,latitude,year,month,day,state_county,julian,pfl,pfr,pbd,bio1,bio12,bio4,bio15,Growth_form
Iris_versicolor,1,1,0,-72.33658,41.85524,1969,7,11,Connecticut-Tolland,192,0.5,0,0.5,8.122 ,104.583 ,956.863,49.311,Herbaceous perennial
Iris_versicolor,6,2,0,-71.5814,41.8721,1911,6,12,Rhode Island-Providence,163,0.25,0,0.75,9.325 ,92.564 ,933.771,42.768,Herbaceous perennial
Iris_versicolor,3,2,1,-72.53413,41.46322,1976,6,1,Connecticut-Middlesex,153,0.333,0.167,0.5,9.028 ,105.924 ,943.964,54.53,Herbaceous perennial
Iris_versicolor,7,1,0,-72.53413,41.46322,1976,6,1,Connecticut-Middlesex,153,0.125,0,0.875,9.028 ,105.924 ,943.964,54.53,Herbaceous perennial
Iris_versicolor,1,1,0,-73.77442,44.11754,1912,7,21,New York-Essex,203,0.5,0,0.5,3.685 ,104.879 ,1044.329,37.724,Herbaceous perennial
Iris_versicolor,3,1,0,-73.77442,44.11754,1912,7,21,New York-Essex,203,0.25,0,0.75,3.685 ,104.879 ,1044.329,37.724,Herbaceous perennial
Iris_versicolor,3,1,0,-70.63581,41.38783,1961,6,17,Massachusetts-Dukes,168,0.25,0,0.75,9.495 ,105.716 ,903.182,36.808,Herbaceous perennial
Iris_versicolor,2,2,0,-70.63581,41.38783,1961,6,17,Massachusetts-Dukes,168,0.5,0,0.5,9.495 ,105.716 ,903.182,36.808,Herbaceous perennial
Iris_versicolor,2,1,0,-73.24593,41.79313,1904,6,2,Connecticut-Litchfield,154,0.333,0,0.667,5.914 ,97.673 ,1106.231,32.898,Herbaceous perennial
Iris_versicolor,2,1,0,-73.24593,41.79313,1904,6,2,Connecticut-Litchfield,154,0.333,0,0.667,5.914 ,97.673 ,1106.231,32.898,Herbaceous perennial
Iris_versicolor,1,1,0,-72.85272,40.86545,1905,6,28,New York-Suffolk,179,0.5,0,0.5,9.752 ,87.037 ,940.879,35.113,Herbaceous perennial
Iris_versicolor,2,0,0,-72.85272,40.86545,1905,6,28,New York-Suffolk,179,0,0,1,9.752 ,87.037 ,940.879,35.113,Herbaceous perennial
Iris_versicolor,1,0,1,-72.85272,40.86545,1905,6,28,New York-Suffolk,179,0,0.5,0.5,9.752 ,87.037 ,940.879,35.113,Herbaceous perennial
Iris_versicolor,2,2,0,-73.24593,41.79313,1981,6,10,Connecticut-Litchfield,161,0.5,0,0.5,8.011 ,93.492 ,1001.757,72.826,Herbaceous perennial
Iris_versicolor,1,1,0,-71.5814,41.8721,1919,5,31,Rhode Island-Providence,151,0.5,0,0.5,9.497 ,104.342 ,893.975,36.768,Herbaceous perennial
Iris_versicolor,3,1,0,-72.73281,41.80663,1971,6,9,Connecticut-Hartford,160,0.25,0,0.75,9.849 ,90.486 ,1006.211,29.981,Herbaceous perennial
Iris_versicolor,4,1,0,-72.73281,41.80663,1971,6,9,Connecticut-Hartford,160,0.2,0,0.8,9.849 ,90.486 ,1006.211,29.981,Herbaceous perennial
Iris_versicolor,3,1,0,-72.73281,41.80663,1971,6,9,Connecticut-Hartford,160,0.25,0,0.75,9.849 ,90.486 ,1006.211,29.981,Herbaceous perennial
Iris_versicolor,3,3,0,-67.63637,45.04191,1955,6,21,Maine-Washington,172,0.5,0,0.5,5.670 ,76.419 ,1070.04,46.529,Herbaceous perennial
Iris_versicolor,2,0,0,-71.03135,43.29843,1968,10,18,New Hampshire-Strafford,292,0,0,1,7.464 ,100.343 ,1052.488,59.256,Herbaceous perennial
Iris_versicolor,3,3,0,-71.39232,42.48562,1979,5,31,Massachusetts-Middlesex,151,0.5,0,0.5,9.417 ,112.273 ,945.004,63.581,Herbaceous perennial
Iris_versicolor,3,0,0,-70.71549,43.48033,1976,7,16,Maine-York,198,0,0,1,7.432 ,88.420 ,1053.234,43.378,Herbaceous perennial
Iris_versicolor,3,0,3,-70.71549,43.48033,1976,7,16,Maine-York,198,0,0.5,0.5,7.432 ,88.420 ,1053.234,43.378,Herbaceous perennial
Iris_virginica,1,0,0,-72.10147,41.48661,1934,6,12,Connecticut-New London,163,0,0,1,9.764 ,113.970 ,1008.167,36.951,Herbaceous perennial
Iris_virginica,1,1,0,-72.10147,41.48661,1934,6,12,Connecticut-New London,163,0.5,0,0.5,9.764 ,113.970 ,1008.167,36.951,Herbaceous perennial
Iris_virginica,1,0,0,-72.10147,41.48661,1934,6,12,Connecticut-New London,163,0,0,1,9.764 ,113.970 ,1008.167,36.951,Herbaceous perennial
Rudbeckia_laciniata,7,0,0,-73.24533,41.79248,2000,7,12,Connecticut-Litchfield,194,0,0,1,7.715 ,112.088 ,935.59,44.807,Herbaceous perennial
Rudbeckia_laciniata,8,0,0,-73.24533,41.79248,2000,7,12,Connecticut-Litchfield,194,0,0,1,7.715 ,112.088 ,935.59,44.807,Herbaceous perennial
Rudbeckia_laciniata,6,0,0,-73.24533,41.79248,2000,7,12,Connecticut-Litchfield,194,0,0,1,7.715 ,112.088 ,935.59,44.807,Herbaceous perennial
Erythronium_americanum,2,0,0,-72.3365,41.85504,1982,5,4,Connecticut-Tolland,124,0,0,1,8.266 ,102.841 ,927.502,72.293,Herbaceous perennial
Erythronium_americanum,2,0,0,-72.3365,41.85504,1982,5,4,Connecticut-Tolland,124,0,0,1,8.266 ,102.841 ,927.502,72.293,Herbaceous perennial
Uvularia_sessilifolia,2,1,0,-72.3365,41.85504,1982,5,9,Connecticut-Tolland,129,0.333,0,0.667,8.266 ,102.841 ,927.502,72.293,Herbaceous perennial
Chamaecrista_nictitans,4,1,3,-72.10147,41.48661,1975,7,25,Connecticut-New London,206,0.125,0.375,0.5,10.774 ,118.303 ,862.07,37.294,Herbaceous annual
Chamaecrista_nictitans,7,1,3,-72.10147,41.48661,1975,7,25,Connecticut-New London,206,0.091,0.273,0.636,10.774 ,118.303 ,862.07,37.294,Herbaceous annual
Chamaecrista_nictitans,7,0,3,-72.10147,41.48661,1975,7,25,Connecticut-New London,206,0,0.3,0.7,10.774 ,118.303 ,862.07,37.294,Herbaceous annual
Iris_versicolor,3,1,0,-69.53816,44.0847,1984,6,14,Maine-Lincoln,166,0.25,0,0.75,7.874 ,101.591 ,948.434,58.276,Herbaceous perennial
Iris_versicolor,2,2,0,-69.53816,44.0847,1984,6,14,Maine-Lincoln,166,0.5,0,0.5,7.874 ,101.591 ,948.434,58.276,Herbaceous perennial
Clematis_occidentalis,1,1,0,-74.12272,42.27651,1984,6,5,New York-Greene,157,0.5,0,0.5,6.088 ,107.149 ,909.597,54.694,Woody
Clematis_occidentalis,3,2,0,-74.12272,42.27651,1984,6,5,New York-Greene,157,0.4,0,0.6,6.088 ,107.149 ,909.597,54.694,Woody
Clematis_occidentalis,2,2,0,-74.12272,42.27651,1984,6,5,New York-Greene,157,0.5,0,0.5,6.088 ,107.149 ,909.597,54.694,Woody
Hibiscus_moscheutos,2,1,1,-72.10147,41.48661,1979,8,16,Connecticut-New London,228,0.25,0.25,0.5,10.424 ,132.091 ,908.093,67.483,Woody
Hibiscus_moscheutos,2,1,1,-72.10147,41.48661,1979,8,16,Connecticut-New London,228,0.25,0.25,0.5,10.424 ,132.091 ,908.093,67.483,Woody
Iris_versicolor,15,4,0,-72.73281,41.80663,1901,6,12,Connecticut-Hartford,163,0.211,0,0.789,9.218 ,123.546 ,1046.805,61.933,Herbaceous perennial
Iris_versicolor,6,4,0,-72.73281,41.80663,1901,6,12,Connecticut-Hartford,163,0.4,0,0.6,9.218 ,123.546 ,1046.805,61.933,Herbaceous perennial
Iris_prismatica,1,1,0,-72.10147,41.48661,1986,6,11,Connecticut-New London,162,0.5,0,0.5,10.195 ,115.017 ,845.659,60.756,Herbaceous perennial
Iris_versicolor,3,1,0,-73.24593,41.79313,1982,6,4,Connecticut-Litchfield,155,0.25,0,0.75,7.645 ,103.193 ,972.681,58.631,Herbaceous perennial
Iris_versicolor,2,0,0,-73.24593,41.79313,1982,6,4,Connecticut-Litchfield,155,0,0,1,7.645 ,103.193 ,972.681,58.631,Herbaceous perennial
Iris_versicolor,2,0,0,-73.24593,41.79313,1982,6,4,Connecticut-Litchfield,155,0,0,1,7.645 ,103.193 ,972.681,58.631,Herbaceous perennial
Trillium_undulatum,1,0,0,-68.59754,46.65881,1982,8,4,Maine-Aroostook,216,0,0,1,3.477 ,76.601 ,1132.779,42.751,Herbaceous perennial
Clintonia_borealis,3,0,0,-68.5989,46.65892,1982,8,2,Maine-Aroostook,214,0,0,1,3.477 ,76.601 ,1132.779,42.751,Herbaceous perennial
Lilium_canadense,21,0,0,-73.24593,41.79313,1982,7,7,Connecticut-Litchfield,188,0,0,1,7.645 ,103.193 ,972.681,58.631,Herbaceous perennial
Iris_versicolor,1,0,1,-68.59754,46.65881,1981,8,6,Maine-Aroostook,218,0,0.5,0.5,4.706 ,97.858 ,1047.211,45.404,Herbaceous perennial
Iris_versicolor,1,0,1,-68.59754,46.65881,1981,8,6,Maine-Aroostook,218,0,0.5,0.5,4.706 ,97.858 ,1047.211,45.404,Herbaceous perennial
Iris_versicolor,1,0,1,-68.59754,46.65881,1981,8,6,Maine-Aroostook,218,0,0.5,0.5,4.706 ,97.858 ,1047.211,45.404,Herbaceous perennial
Clintonia_borealis,2,0,0,-72.3365,41.85504,1950,8,5,Connecticut-Tolland,217,0,0,1,8.108 ,91.906 ,861.591,31.606,Herbaceous perennial
Clintonia_borealis,7,0,0,-72.3365,41.85504,1950,7,16,Connecticut-Tolland,197,0,0,1,8.108 ,91.906 ,861.591,31.606,Herbaceous perennial
Clintonia_borealis,2,0,0,-72.3365,41.85504,1992,6,25,Connecticut-Tolland,177,0,0,1,7.805 ,103.246 ,858.987,45.249,Herbaceous perennial
Clintonia_borealis,3,0,2,-70.75661,44.49987,1914,8,23,Maine-Oxford,235,0,0.4,0.6,4.454 ,73.882 ,1105.52,43.556,Herbaceous perennial
Clintonia_borealis,2,1,0,-71.2031,43.87381,1924,8,28,New Hampshire-Carroll,241,0.333,0,0.667,5.628 ,90.894 ,1020.856,57.548,Herbaceous perennial
Clintonia_borealis,1,0,0,-71.2031,43.87381,1924,8,28,New Hampshire-Carroll,241,0,0,1,5.628 ,90.894 ,1020.856,57.548,Herbaceous perennial
Clintonia_borealis,10,0,0,-71.30563,44.68957,1895,8,20,New Hampshire-Coos,232,0,0,1,4.046 ,79.726 ,1082.621,45.322,Herbaceous perennial
Clintonia_borealis,4,0,0,-71.58005,41.87214,1927,5,21,Rhode Island-Providence,141,0,0,1,9.868 ,108.380 ,787.936,52.259,Herbaceous perennial
Clintonia_borealis,4,0,0,-71.58005,41.87214,1927,5,21,Rhode Island-Providence,141,0,0,1,9.868 ,108.380 ,787.936,52.259,Herbaceous perennial
Clintonia_borealis,4,0,0,-71.58005,41.87214,1927,5,21,Rhode Island-Providence,141,0,0,1,9.868 ,108.380 ,787.936,52.259,Herbaceous perennial
Clintonia_borealis,3,0,0,-71.90775,42.35142,1915,5,14,Massachusetts-Worcester,134,0,0,1,8.930 ,97.406 ,898.345,69.757,Herbaceous perennial
Erythronium_americanum,1,0,0,-72.73287,41.8064,1902,4,27,Connecticut-Hartford,117,0,0,1,9.324 ,117.840 ,917.137,42.443,Herbaceous perennial
Erythronium_americanum,1,0,0,-72.73287,41.8064,1895,4,25,Connecticut-Hartford,115,0,0,1,9.381 ,87.475 ,1007.675,37.776,Herbaceous perennial
Erythronium_americanum,2,2,0,-73.24533,41.79248,1904,5,13,Connecticut-Litchfield,134,0.5,0,0.5,5.914 ,97.673 ,1106.231,32.898,Herbaceous perennial
Erythronium_americanum,3,0,0,-72.3365,41.85504,1940,5,14,Connecticut-Tolland,135,0,0,1,7.423 ,98.520 ,944.465,40.854,Herbaceous perennial
Erythronium_americanum,3,0,0,-72.3365,41.85504,1940,5,14,Connecticut-Tolland,135,0,0,1,7.423 ,98.520 ,944.465,40.854,Herbaceous perennial
Erythronium_americanum,3,0,0,-72.3365,41.85504,1940,5,14,Connecticut-Tolland,135,0,0,1,7.423 ,98.520 ,944.465,40.854,Herbaceous perennial
Erythronium_americanum,1,0,0,-72.10147,41.48661,1978,5,1,Connecticut-New London,121,0,0,1,9.230 ,110.643 ,946.56,50.667,Herbaceous perennial
Erythronium_americanum,3,1,0,-72.3365,41.85504,1940,5,4,Connecticut-Tolland,125,0.25,0,0.75,7.423 ,98.520 ,944.465,40.854,Herbaceous perennial
Erythronium_americanum,1,1,0,-72.10147,41.48661,1929,4,18,Connecticut-New London,108,0.5,0,0.5,10.334 ,94.602 ,897.063,38.946,Herbaceous perennial
Erythronium_americanum,1,1,0,-72.10147,41.48661,1929,4,18,Connecticut-New London,108,0.5,0,0.5,10.334 ,94.602 ,897.063,38.946,Herbaceous perennial
Erythronium_americanum,1,1,0,-72.10147,41.48661,1929,4,18,Connecticut-New London,108,0.5,0,0.5,10.334 ,94.602 ,897.063,38.946,Herbaceous perennial
Clematis_virginiana,22,1,0,-73.24533,41.79248,1981,7,23,Connecticut-Litchfield,204,0.043,0,0.957,8.011 ,93.492 ,1001.757,72.826,Woody
Clematis_virginiana,17,3,0,-73.24533,41.79248,1981,7,23,Connecticut-Litchfield,204,0.15,0,0.85,8.011 ,93.492 ,1001.757,72.826,Woody
Clematis_virginiana,17,4,0,-73.24533,41.79248,1981,7,23,Connecticut-Litchfield,204,0.19,0,0.81,8.011 ,93.492 ,1001.757,72.826,Woody
Lilium_superbum,1,1,0,-72.10147,41.48661,1981,7,27,Connecticut-New London,208,0.5,0,0.5,9.862 ,96.912 ,925.627,53.52,Herbaceous perennial
Lilium_canadense,4,2,1,-72.33658,41.85524,1950,7,11,Connecticut-Tolland,192,0.286,0.143,0.571,8.108 ,91.906 ,861.591,31.606,Herbaceous perennial
Lilium_canadense,4,2,0,-72.33658,41.85524,1950,7,11,Connecticut-Tolland,192,0.333,0,0.667,8.108 ,91.906 ,861.591,31.606,Herbaceous perennial
Lilium_canadense,3,3,0,-72.73281,41.80663,1988,6,25,Connecticut-Hartford,177,0.5,0,0.5,9.907 ,92.863 ,1000.881,75.969,Herbaceous perennial
Lilium_canadense,4,3,0,-72.73281,41.80663,1988,6,25,Connecticut-Hartford,177,0.429,0,0.571,9.907 ,92.863 ,1000.881,75.969,Herbaceous perennial
Lilium_canadense,3,3,0,-72.73281,41.80663,1988,6,25,Connecticut-Hartford,177,0.5,0,0.5,9.907 ,92.863 ,1000.881,75.969,Herbaceous perennial
Lilium_canadense,4,1,0,-72.33658,41.85524,1971,7,25,Connecticut-Tolland,206,0.2,0,0.8,8.111 ,91.783 ,977.993,30.683,Herbaceous perennial
Lilium_canadense,5,1,0,-72.33658,41.85524,1971,7,25,Connecticut-Tolland,206,0.167,0,0.833,8.111 ,91.783 ,977.993,30.683,Herbaceous perennial
Lilium_canadense,2,1,0,-72.73281,41.80663,1904,7,3,Connecticut-Hartford,185,0.333,0,0.667,7.665 ,92.179 ,1084.748,36.925,Herbaceous perennial
Lilium_canadense,2,1,0,-72.73281,41.80663,1904,7,3,Connecticut-Hartford,185,0.333,0,0.667,7.665 ,92.179 ,1084.748,36.925,Herbaceous perennial
Clintonia_borealis,7,0,0,-72.63159,42.1351,1914,6,17,Massachusetts-Hampden,168,0,0,1,9.532 ,72.880 ,1015.001,42.131,Herbaceous perennial
Clintonia_borealis,3,2,0,-69.23405,44.15597,1982,6,7,Maine-Knox,158,0.4,0,0.6,6.455 ,84.301 ,965.332,43.265,Herbaceous perennial
Clintonia_borealis,3,2,0,-69.23405,44.15597,1982,6,7,Maine-Knox,158,0.4,0,0.6,6.455 ,84.301 ,965.332,43.265,Herbaceous perennial
Clintonia_borealis,2,2,0,-70.95219,42.67319,1976,5,23,Massachusetts-Essex,144,0.5,0,0.5,9.334 ,80.040 ,972.108,49.479,Herbaceous perennial
Clintonia_borealis,2,2,0,-70.95219,42.67319,1976,5,23,Massachusetts-Essex,144,0.5,0,0.5,9.334 ,80.040 ,972.108,49.479,Herbaceous perennial
Clintonia_borealis,2,2,0,-70.95219,42.67319,1976,5,23,Massachusetts-Essex,144,0.5,0,0.5,9.334 ,80.040 ,972.108,49.479,Herbaceous perennial
Lilium_superbum,1,1,0,-72.53514,41.46319,1993,7,30,Connecticut-Middlesex,211,0.5,0,0.5,8.663 ,108.328 ,944.322,41.129,Herbaceous perennial
Lilium_superbum,1,0,0,-72.53514,41.46319,1993,7,30,Connecticut-Middlesex,211,0,0,1,8.663 ,108.328 ,944.322,41.129,Herbaceous perennial
Erythronium_americanum,1,0,0,-72.3365,41.85504,1903,4,10,Connecticut-Tolland,100,0,0,1,8.050 ,102.810 ,865.664,58.242,Herbaceous perennial
Lilium_canadense,3,1,0,-72.59088,42.58286,1966,7,14,Massachusetts-Franklin,195,0.25,0,0.75,8.278 ,77.137 ,950.408,40.278,Herbaceous perennial
Lilium_canadense,1,1,0,-72.59088,42.58286,1966,7,14,Massachusetts-Franklin,195,0.5,0,0.5,8.278 ,77.137 ,950.408,40.278,Herbaceous perennial
Lilium_canadense,2,2,0,-72.59088,42.58286,1966,7,14,Massachusetts-Franklin,195,0.5,0,0.5,8.278 ,77.137 ,950.408,40.278,Herbaceous perennial
Lilium_philadelphicum,2,2,0,-73.38918,41.27109,1930,6,24,Connecticut-Fairfield,175,0.5,0,0.5,9.882 ,76.650 ,935.92,34.951,Herbaceous perennial
Lilium_philadelphicum,7,0,0,-73.38918,41.27109,1937,6,24,Connecticut-Fairfield,175,0,0,1,9.869 ,119.115 ,913.3,33.162,Herbaceous perennial
Lilium_philadelphicum,7,0,0,-73.38918,41.27109,1937,6,24,Connecticut-Fairfield,175,0,0,1,9.869 ,119.115 ,913.3,33.162,Herbaceous perennial
Lilium_philadelphicum,7,0,0,-73.38918,41.27109,1937,6,24,Connecticut-Fairfield,175,0,0,1,9.869 ,119.115 ,913.3,33.162,Herbaceous perennial
Erythronium_americanum,2,0,0,-73.08091,44.461,1935,6,23,Vermont-Chittenden,174,0,0,1,5.802 ,75.010 ,1134.975,49.998,Herbaceous perennial
Erythronium_americanum,2,0,0,-73.08091,44.461,1935,6,23,Vermont-Chittenden,174,0,0,1,5.802 ,75.010 ,1134.975,49.998,Herbaceous perennial
Erythronium_americanum,2,0,0,-73.08091,44.461,1935,6,23,Vermont-Chittenden,174,0,0,1,5.802 ,75.010 ,1134.975,49.998,Herbaceous perennial
Erythronium_americanum,1,1,0,-71.39179,42.48558,1913,4,27,Massachusetts-Middlesex,117,0.5,0,0.5,9.769 ,84.029 ,832.327,38.861,Herbaceous perennial
Erythronium_americanum,1,1,0,-71.39179,42.48558,1913,4,27,Massachusetts-Middlesex,117,0.5,0,0.5,9.769 ,84.029 ,832.327,38.861,Herbaceous perennial
Erythronium_americanum,1,1,0,-71.39179,42.48558,1913,4,27,Massachusetts-Middlesex,117,0.5,0,0.5,9.769 ,84.029 ,832.327,38.861,Herbaceous perennial
Erythronium_americanum,1,0,0,-71.58005,41.87214,1922,5,25,Rhode Island-Providence,145,0,0,1,9.238 ,105.818 ,937.513,51.638,Herbaceous perennial
Erythronium_americanum,1,0,0,-71.58005,41.87214,1922,5,25,Rhode Island-Providence,145,0,0,1,9.238 ,105.818 ,937.513,51.638,Herbaceous perennial
Erythronium_americanum,2,0,0,-71.90775,42.35142,1895,5,18,Massachusetts-Worcester,138,0,0,1,7.949 ,96.256 ,990.276,44.294,Herbaceous perennial
Erythronium_americanum,2,0,0,-71.90775,42.35142,1895,5,18,Massachusetts-Worcester,138,0,0,1,7.949 ,96.256 ,990.276,44.294,Herbaceous perennial
Erythronium_americanum,2,0,0,-71.90775,42.35142,1895,5,18,Massachusetts-Worcester,138,0,0,1,7.949 ,96.256 ,990.276,44.294,Herbaceous perennial
Erythronium_americanum,1,1,0,-73.20635,42.3707,1917,5,24,Massachusetts-Berkshire,144,0.5,0,0.5,4.949 ,80.555 ,1068.348,49.518,Herbaceous perennial
Lilium_philadelphicum,1,1,0,-71.90775,42.35142,1947,7,24,Massachusetts-Worcester,205,0.5,0,0.5,8.462 ,88.303 ,974.743,35.316,Herbaceous perennial
Lilium_philadelphicum,2,2,0,-72.73287,41.8064,1898,8,8,Connecticut-Hartford,220,0.5,0,0.5,9.977 ,117.406 ,960.739,42.26,Herbaceous perennial
Lilium_superbum,3,0,0,-72.10147,41.48661,1940,7,13,Connecticut-New London,195,0,0,1,8.775 ,103.194 ,902.162,44.803,Herbaceous perennial
Lilium_superbum,2,2,0,-72.10147,41.48661,1927,7,18,Connecticut-New London,199,0.5,0,0.5,10.596 ,111.583 ,808.766,51.359,Herbaceous perennial
Lilium_superbum,1,1,0,-72.10147,41.48661,1932,8,18,Connecticut-New London,231,0.5,0,0.5,10.853 ,107.785 ,825.782,44.775,Herbaceous perennial
Lilium_superbum,1,1,0,-72.10147,41.48661,1932,8,18,Connecticut-New London,231,0.5,0,0.5,10.853 ,107.785 ,825.782,44.775,Herbaceous perennial
Lilium_superbum,1,1,0,-72.10147,41.48661,1932,8,18,Connecticut-New London,231,0.5,0,0.5,10.853 ,107.785 ,825.782,44.775,Herbaceous perennial
Lilium_superbum,3,0,0,-72.10147,41.48661,1906,9,1,Connecticut-New London,244,0,0,1,10.285 ,104.935 ,927.127,29.579,Herbaceous perennial
Lilium_superbum,3,0,0,-72.10147,41.48661,1906,9,1,Connecticut-New London,244,0,0,1,10.285 ,104.935 ,927.127,29.579,Herbaceous perennial
Lilium_superbum,2,2,0,-73.38918,41.27109,1905,7,28,Connecticut-Fairfield,209,0.5,0,0.5,8.594 ,91.898 ,1004.17,40.39,Herbaceous perennial
Lilium_superbum,3,3,0,-72.10147,41.48661,1923,8,5,Connecticut-New London,217,0.5,0,0.5,9.810 ,104.816 ,946.205,45.376,Herbaceous perennial
Lilium_superbum,2,2,0,-72.10147,41.48661,1923,8,5,Connecticut-New London,217,0.5,0,0.5,9.810 ,104.816 ,946.205,45.376,Herbaceous perennial
Lilium_superbum,2,2,0,-72.10147,41.48661,1923,8,5,Connecticut-New London,217,0.5,0,0.5,9.810 ,104.816 ,946.205,45.376,Herbaceous perennial
Clintonia_borealis,5,0,0,-73.24533,41.79248,1993,7,6,Connecticut-Litchfield,187,0,0,1,7.527 ,103.114 ,992.892,47.372,Herbaceous perennial
Physalis_heterophylla,2,0,2,-72.93217,41.41046,1975,8,12,Connecticut-New Haven,224,0,0.5,0.5,10.316 ,124.244 ,883.038,35.687,Herbaceous perennial
Physalis_heterophylla,2,0,0,-72.93217,41.41046,1975,8,12,Connecticut-New Haven,224,0,0,1,10.316 ,124.244 ,883.038,35.687,Herbaceous perennial
Physalis_heterophylla,1,0,1,-72.93217,41.41046,1975,8,12,Connecticut-New Haven,224,0,0.5,0.5,10.316 ,124.244 ,883.038,35.687,Herbaceous perennial
Helenium_flexuosum,9,4,1,-72.3365,41.85504,1982,9,9,Connecticut-Tolland,252,0.286,0.071,0.643,8.266 ,102.841 ,927.502,72.293,Herbaceous perennial
Helenium_flexuosum,8,3,2,-72.3365,41.85504,1982,9,9,Connecticut-Tolland,252,0.231,0.154,0.615,8.266 ,102.841 ,927.502,72.293,Herbaceous perennial
Helenium_flexuosum,8,5,1,-72.3365,41.85504,1982,9,9,Connecticut-Tolland,252,0.357,0.071,0.571,8.266 ,102.841 ,927.502,72.293,Herbaceous perennial
Helenium_flexuosum,28,4,1,-71.98745,41.83002,1993,7,13,Connecticut-Windham,194,0.121,0.03,0.848,8.669 ,96.286 ,959.366,42.684,Herbaceous perennial
Helenium_flexuosum,37,5,1,-71.98745,41.83002,1993,7,13,Connecticut-Windham,194,0.116,0.023,0.86,8.669 ,96.286 ,959.366,42.684,Herbaceous perennial
Helenium_flexuosum,33,4,0,-71.98745,41.83002,1993,7,13,Connecticut-Windham,194,0.108,0,0.892,8.669 ,96.286 ,959.366,42.684,Herbaceous perennial
Chamaecrista_fasciculata,18,5,0,-72.10147,41.48661,1983,8,2,Connecticut-New London,214,0.217,0,0.783,10.653 ,145.268 ,902.981,61.031,Herbaceous annual
Erythronium_americanum,2,0,0,-73.24533,41.79248,1969,5,3,Connecticut-Litchfield,123,0,0,1,7.893 ,113.493 ,987.672,45.307,Herbaceous perennial
Erythronium_americanum,2,0,0,-73.24533,41.79248,1969,5,3,Connecticut-Litchfield,123,0,0,1,7.893 ,113.493 ,987.672,45.307,Herbaceous perennial
Physalis_heterophylla,1,0,0,-74.96252,43.41971,1969,9,21,New York-Herkimer,264,0,0,1,4.958 ,103.236 ,1040.533,41.69,Herbaceous perennial
Physalis_heterophylla,1,0,1,-74.96252,43.41971,1969,9,21,New York-Herkimer,264,0,0.5,0.5,4.958 ,103.236 ,1040.533,41.69,Herbaceous perennial
Lilium_superbum,3,0,0,-71.0731,42.33389,1923,8,13,Massachusetts-Suffolk,225,0,0,1,9.564 ,84.071 ,966.824,50.489,Herbaceous perennial
Lilium_superbum,3,0,0,-71.0731,42.33389,1923,8,13,Massachusetts-Suffolk,225,0,0,1,9.564 ,84.071 ,966.824,50.489,Herbaceous perennial
Lilium_superbum,3,0,0,-71.0731,42.33389,1923,8,13,Massachusetts-Suffolk,225,0,0,1,9.564 ,84.071 ,966.824,50.489,Herbaceous perennial
Lilium_superbum,1,0,0,-79.91299,40.91173,1939,7,20,Pennsylvania-Butler,201,0,0,1,10.564 ,77.615 ,908.304,49.409,Herbaceous perennial
Lilium_superbum,2,0,0,-79.91299,40.91173,1939,7,20,Pennsylvania-Butler,201,0,0,1,10.564 ,77.615 ,908.304,49.409,Herbaceous perennial
Lilium_superbum,2,1,0,-71.58005,41.87214,1921,7,16,Rhode Island-Providence,197,0.333,0,0.667,10.207 ,98.791 ,887.11,56.556,Herbaceous perennial
Lilium_superbum,1,1,0,-72.85272,40.86545,1906,7,29,New York-Suffolk,210,0.5,0,0.5,10.530 ,97.679 ,904.685,39.849,Herbaceous perennial
Lilium_superbum,1,1,0,-72.85272,40.86545,1906,7,29,New York-Suffolk,210,0.5,0,0.5,10.530 ,97.679 ,904.685,39.849,Herbaceous perennial
Lilium_superbum,1,1,0,-72.85272,40.86545,1906,7,29,New York-Suffolk,210,0.5,0,0.5,10.530 ,97.679 ,904.685,39.849,Herbaceous perennial
Lilium_superbum,2,0,0,-74.28091,39.88513,1920,8,9,New Jersey-Ocean,222,0,0,1,10.716 ,105.645 ,929.393,41.477,Herbaceous perennial
Lilium_superbum,1,0,0,-74.28091,39.88513,1920,8,9,New Jersey-Ocean,222,0,0,1,10.716 ,105.645 ,929.393,41.477,Herbaceous perennial
Clintonia_borealis,2,1,0,-71.2031,43.87381,1981,6,19,New Hampshire-Carroll,170,0.333,0,0.667,6.569 ,113.633 ,993.677,54.166,Herbaceous perennial
Clintonia_borealis,2,1,0,-71.2031,43.87381,1981,6,19,New Hampshire-Carroll,170,0.333,0,0.667,6.569 ,113.633 ,993.677,54.166,Herbaceous perennial
Lilium_philadelphicum,1,0,0,-71.90775,42.35142,1942,9,23,Massachusetts-Worcester,266,0,0,1,8.591 ,108.897 ,989.836,42.272,Herbaceous perennial
Lilium_philadelphicum,1,0,0,-71.90775,42.35142,1953,8,4,Massachusetts-Worcester,216,0,0,1,9.711 ,117.501 ,844.365,50.698,Herbaceous perennial
Lilium_philadelphicum,1,0,1,-71.90775,42.35142,1933,7,7,Massachusetts-Worcester,188,0,0.5,0.5,8.308 ,110.734 ,959.563,57.27,Herbaceous perennial
Lilium_philadelphicum,1,1,0,-71.90775,42.35142,1939,7,11,Massachusetts-Worcester,192,0.5,0,0.5,8.176 ,84.838 ,978.63,37.22,Herbaceous perennial
Hibiscus_moscheutos,4,1,0,-71.10355,42.30617,2009,8,28,Massachusetts-Suffolk,240,0.2,0,0.8,10.018 ,110.717 ,904.344,32.654,Woody
